Date,Symbol,Open,High,Low,Close,Volume,Marketcap
2019-07-01,DPZ,279.58,281.99,270.42,270.97,575530,155951364.1
2019-07-02,DPZ,271.1,276.58,271,273.87,336743,92223805.41
2019-07-03,DPZ,274.34,282.1,274.34,281.29,314744,88534339.76
2019-07-05,DPZ,279.21,281.5,277.64,278.27,287278,79940849.06
2019-07-08,DPZ,277.2,278.9,273.025,277.27,442496,122690865.92
2019-07-09,DPZ,276.42,280.89,276.42,279.94,435089,121798814.66
2019-07-10,DPZ,277.6,281.42,274.6304,275.35,697082,191941528.7
2019-07-11,DPZ,276.96,279.4,274.64,277.66,537323,149193104.18
2019-07-12,DPZ,278.62,284.33,278.61,282.22,504291,142321006.02
2019-07-15,DPZ,283.44,283.44,268.42,270.01,1579348,426439753.48
2019-07-16,DPZ,254.3,263.57,245.95,246.54,5672410,1398475961.4
2019-07-17,DPZ,245.5,253.5,244.6575,253.01,3073023,777505549.23
2019-07-18,DPZ,252.23,254.15,249.45,252.76,1569197,396630233.72
2019-07-19,DPZ,252.8,259.09,252.8,257.88,1563165,403108990.2
2019-07-22,DPZ,258.11,258.485,254.145,255.49,1094482,279629206.18
2019-07-23,DPZ,257.06,257.8,254.935,257.75,877400,226149850
2019-07-24,DPZ,259.43,263.5,258.4,262.23,842556,220943459.88
2019-07-25,DPZ,262.63,264.64,258.5835,260.58,716838,186793646.04
2019-07-26,DPZ,261.88,262.87,258.13,259.22,532744,138097899.68
2019-07-29,DPZ,254.16,255.849,249.645,252.49,1117001,282031582.49
2019-07-30,DPZ,251.52,252.39,245.75,247.51,1014479,251093697.29
2019-07-31,DPZ,247.07,248.68,242.48,244.49,851556,208196926.44
2019-08-01,DPZ,246.12,249.9,243.2,245.83,621292,152732212.36
2019-08-02,DPZ,245.41,247.465,244.39,244.74,443355,108506702.7
2019-08-05,DPZ,240.53,242.33,236.17,239.76,794597,190512576.72
2019-08-06,DPZ,241.21,244.26,240.0001,242.64,543215,131805687.6
2019-08-07,DPZ,241.72,246.205,240.5,245.74,545419,134031265.06
2019-08-08,DPZ,246.25,248.85,245.02,246.75,521729,128736630.75
2019-08-09,DPZ,246.19,250.98,243.54,247.83,547121,135592997.43
2019-08-12,DPZ,247.19,248.75,239.48,240.13,733537,176144239.81
2019-08-13,DPZ,240.29,243.98,238.11,240.61,571738,137565880.18
2019-08-14,DPZ,239.16,239.16,235.34,236.07,668636,157844900.52
2019-08-15,DPZ,236.26,238.82,232.02,232.59,843394,196165010.46
2019-08-16,DPZ,234.57,235.97,231.47,234.94,611654,143701990.76
2019-08-19,DPZ,236.07,236.66,229.71,232.02,624490,144894169.8
2019-08-20,DPZ,231.96,233.355,225.06,232.44,960969,223367634.36
2019-08-21,DPZ,233.08,234.1445,228.89,231.57,559600,129586572
2019-08-22,DPZ,231.15,231.98,226.58,231.55,596929,138218909.95
2019-08-23,DPZ,231.32,233.42,225.51,226.13,658911,148999544.43
2019-08-26,DPZ,227.79,228.94,224.87,227.79,593391,135168535.89
2019-08-27,DPZ,227.99,228.44,220.9,222.48,964884,214667392.32
2019-08-28,DPZ,221.81,226.9,221.81,225.8,718435,162222623
2019-08-29,DPZ,227.47,228.81,224.98,225.4,494056,111360222.4
2019-08-30,DPZ,226.31,226.94,224.01,226.77,441111,100030741.47
2019-09-03,DPZ,224.57,228.835,223.4,226.88,1152097,261387767.36
2019-09-04,DPZ,228.24,241.19,228,239.07,1600902,382727641.14
2019-09-05,DPZ,241.56,245.88,240.74,245.18,1040400,255085272
2019-09-06,DPZ,245.11,246.325,236.42,237.4,988934,234772931.6
2019-09-09,DPZ,238.14,241.16,235.87,239.27,659067,157694961.09
2019-09-10,DPZ,239.23,243.58,231.85,243.57,603807,147069270.99
2019-09-11,DPZ,243.6,249.39,242.12,249.05,695544,173225233.2
2019-09-12,DPZ,248.04,249.14,245.87,246.66,660476,162913010.16
2019-09-13,DPZ,247.1,247.7,243.73,245.16,687765,168612467.4
2019-09-16,DPZ,245.54,246.47,243.08,244.83,1023563,250598929.29
2019-09-17,DPZ,243.85,245.2,237.66,243.53,594871,144868934.63
2019-09-18,DPZ,244.15,245.21,242.485,245,446236,109327820
2019-09-19,DPZ,244.38,247.7,243.1,246.91,344908,85161234.28
2019-09-20,DPZ,248.13,248.8,245.81,247.58,414715,102675139.7
2019-09-23,DPZ,247.32,248.11,245.535,246.02,747410,183877808.2
2019-09-24,DPZ,247.35,248.214,242.53,243,768205,186673815
2019-09-25,DPZ,242.66,243.715,239.81,241.42,761926,183944174.92
2019-09-26,DPZ,240.95,240.95,237.12,239.4,557581,133484891.4
2019-09-27,DPZ,238.51,240.955,238.51,240.35,360896,86741353.6
2019-09-30,DPZ,240.56,244.88,240.5,244.61,552607,135173198.27
2019-10-01,DPZ,245.13,246.44,243.24,245.86,545798,134189896.28
2019-10-02,DPZ,244,245.75,241.3,241.83,907704,219510058.32
2019-10-03,DPZ,240.16,243.89,240.16,243.36,628661,152990940.96
2019-10-04,DPZ,247.94,249,241.3,242.13,824006,199516572.78
2019-10-07,DPZ,242.29,247.215,241.4,242.2,1917127,464328159.4
2019-10-08,DPZ,230.5,258,227.5,253.94,6101202,1549339235.88
2019-10-09,DPZ,251.51,255.55,248.07,248.24,1852584,459885452.16
2019-10-10,DPZ,248.43,256.12,247.5,254.81,941999,240030765.19
2019-10-11,DPZ,256.12,259.1,252.5,257.76,839138,216296210.88
2019-10-14,DPZ,257.78,257.78,251.16,252.23,502888,126843440.24
2019-10-15,DPZ,253.22,257.23,251.8,255.72,635872,162605187.84
2019-10-16,DPZ,254.89,257.61,253.08,255.96,490233,125480038.68
2019-10-17,DPZ,256.12,259.96,255.78,256.45,415397,106528560.65
2019-10-18,DPZ,257.45,258.4,254.23,255.92,542330,138793093.6
2019-10-21,DPZ,256.61,259.84,255.67,257.38,403433,103835585.54
2019-10-22,DPZ,257.27,259.4674,255.38,258.87,309944,80235203.28
2019-10-23,DPZ,258.74,259.62,255.46,256.135,585462,149957309.37
2019-10-24,DPZ,256.65,264.1,255.77,263.51,798118,210312074.18
2019-10-25,DPZ,263.03,276.57,263.03,271.66,1375796,373748741.36
2019-10-28,DPZ,272.36,274.2,268.73,269.11,557573,150048470.03
2019-10-29,DPZ,267.45,267.67,262.258,263.19,1107017,291355804.23
2019-10-30,DPZ,263.32,271.99,263.32,270.91,635683,172212881.53
2019-10-31,DPZ,271.67,271.845,268.09,271.57,436832,118630466.24
2019-11-01,DPZ,272.93,274.75,268.48,269.32,499402,134498946.64
2019-11-04,DPZ,268.06,270.72,265.01,269.23,764529,205834142.67
2019-11-05,DPZ,266.98,276.75,265.51,276.12,705540,194813704.8
2019-11-06,DPZ,276.83,278.96,273.33,277.78,495977,137772491.06
2019-11-07,DPZ,279.16,283.47,277.62,282.74,643774,182020660.76
2019-11-08,DPZ,282.68,287.18,278.66,280.75,625815,175697561.25
2019-11-11,DPZ,279.76,282.92,278.35,280.73,624594,175342273.62
2019-11-12,DPZ,281.43,281.73,276.43,277.83,495368,137628091.44
2019-11-13,DPZ,276.99,280.38,276.01,279.4,388221,108468947.4
2019-11-14,DPZ,278.69,281.7,276.815,278.72,438656,122262200.32
2019-11-15,DPZ,280.04,282.35,277.12,281.38,591738,166503238.44
2019-11-18,DPZ,281.22,285.57,280.215,284.61,646710,184060133.1
2019-11-19,DPZ,284.62,288.305,283.65,285.68,458565,131002849.2
2019-11-20,DPZ,286.49,289.81,285.76,288.1,545449,157143856.9
2019-11-21,DPZ,288.24,290.76,283.06,284.13,994419,282544270.47
2019-11-22,DPZ,284.38,287.35,283.214,285.69,354775,101355669.75
2019-11-25,DPZ,288.8,293.09,287.9671,293.06,474617,139091258.02
2019-11-26,DPZ,292.96,296.25,287.56,289.08,981481,283726527.48
2019-11-27,DPZ,290.4,295.89,288.54,295.29,519984,153546075.36
2019-11-29,DPZ,295.42,297.1813,293.8,294.38,302928,89175944.64
2019-12-02,DPZ,296.26,298.98,293.14,294.05,872459,256546568.95
2019-12-03,DPZ,290,292.315,283.7,284.3,875751,248976009.3
2019-12-04,DPZ,283.85,288.9,282.66,286.03,983110,281198953.3
2019-12-05,DPZ,287.88,288.88,285.6,286.95,443238,127187144.1
2019-12-06,DPZ,288.58,289.08,286.41,286.64,358533,102769899.12
2019-12-09,DPZ,286.61,288.64,285.16,286.32,653767,187186567.44
2019-12-10,DPZ,287.05,287.8,283.4,285.35,788724,225062393.4
2019-12-11,DPZ,285.26,294.4,285.26,293.81,1264554,371538610.74
2019-12-12,DPZ,292.95,297.33,292.6145,296.59,496709,147318922.31
2019-12-13,DPZ,295.28,298.335,293.03,294.99,408221,120421112.79
2019-12-16,DPZ,295.01,296.22,291.79,292.15,580176,169498418.4
2019-12-17,DPZ,292.73,292.73,289.71,291.72,972442,283680780.24
2019-12-18,DPZ,289,291.0395,283.46,284.37,946732,269222178.84
2019-12-19,DPZ,285.92,293.55,284.92,292,1148427,335340684
2019-12-20,DPZ,293.07,293.07,290.96,291.98,442083,129079394.34
2019-12-23,DPZ,292.42,293.565,288.03,288.27,460263,132680015.01
2019-12-24,DPZ,288.26,290.685,287.55,289.7,246555,71426983.5
2019-12-26,DPZ,290.31,294.05,288.85,292.24,230338,67313977.12
2019-12-27,DPZ,293.26,294.207,291.44,292.41,415157,121396058.37
2019-12-30,DPZ,292.41,294.26,290.68,293.25,397141,116461598.25
2019-12-31,DPZ,292.69,295.9662,292.69,293.83,428634,125945528.22
2020-01-02,DPZ,293.79,295.1,292.13,293.46,450647,132246868.62
2020-01-03,DPZ,291.72,295.26,290.78,294.79,431947,127333656.13
2020-01-06,DPZ,294,294.38,291.78,293.88,425843,125146740.84
2020-01-07,DPZ,291.7,293.25,290.88,291.75,440540,128527545
2020-01-08,DPZ,291.19,292.2,288.875,290.56,435408,126512148.48
2020-01-09,DPZ,292.29,293.66,287.78,288.9,928639,268283807.1
2020-01-10,DPZ,290.78,291.35,287.1,288.99,851348,246031058.52
2020-01-13,DPZ,289.57,290.71,283.37,284.06,661148,187805700.88
2020-01-14,DPZ,284.03,291,284.03,285.1,726585,207149383.5
2020-01-15,DPZ,284.97,292.58,284.79,288.56,547904,158103178.24
2020-01-16,DPZ,289.31,290.93,286.95,287.37,440207,126502285.59
2020-01-17,DPZ,287.36,288.87,285.63,286.46,296440,84918202.4
2020-01-21,DPZ,286.46,286.66,282.34,285.3,979822,279543216.6
2020-01-22,DPZ,286.53,288.82,285.61,285.98,621172,177642768.56
2020-01-23,DPZ,285.49,289.01,284.5,288.02,822052,236767417.04
2020-01-24,DPZ,289.25,289.25,280.66,285.13,863708,246269062.04
2020-01-27,DPZ,282.08,287.2,281.22,282.95,466386,131963918.7
2020-01-28,DPZ,283.07,287.12,283.07,284.18,284538,80860008.84
2020-01-29,DPZ,284.41,286.97,282.07,285.46,302862,86454986.52
2020-01-30,DPZ,284.02,284.95,280.02,282.43,497286,140448484.98
2020-01-31,DPZ,282.95,282.95,276.86,281.69,541720,152597106.8
2020-02-03,DPZ,282.51,282.95,270.08,270.75,827367,224009615.25
2020-02-04,DPZ,272.65,274.54,271.65,273.39,789833,215932443.87
2020-02-05,DPZ,275,278.99,274.16,278.02,1020313,283667420.26
2020-02-06,DPZ,278.37,280.71,275.35,279.46,721373,201594898.58
2020-02-07,DPZ,284.46,284.46,274.32,275.5,979957,269978153.5
2020-02-10,DPZ,275.52,276.95,273.6005,274.86,628046,172624723.56
2020-02-11,DPZ,275,278,273.59,275.77,685053,188917065.81
2020-02-12,DPZ,275.52,282.97,274.99,281.03,831792,233758505.76
2020-02-13,DPZ,279.37,287.21,279.37,286.06,442259,126512609.54
2020-02-14,DPZ,285.97,293.15,284.01,291.69,724315,211275442.35
2020-02-18,DPZ,293.24,297.215,291.8736,295.77,818636,242127969.72
2020-02-19,DPZ,297.99,301.77,295.39,297.11,916509,272303988.99
2020-02-20,DPZ,362.03,381.86,356.96,373.15,4526373,1689016084.95
2020-02-21,DPZ,366.01,374,362.9705,372.02,1520326,565591678.52
2020-02-24,DPZ,355.51,366.89,354.625,362.91,1082698,392921931.18
2020-02-25,DPZ,363.71,379.58,363.71,368.79,2306799,850724403.21
2020-02-26,DPZ,371.87,377.33,366.38,366.38,1022188,374509239.44
2020-02-27,DPZ,361.05,361.05,347.73,347.74,984441,342329513.34
2020-02-28,DPZ,341.1,345.72,333.91,339.21,1375700,466651197
2020-03-02,DPZ,340.22,348.52,333.79,347.41,769492,267329215.72
2020-03-03,DPZ,349.48,350,336.19,339.47,727181,246856134.07
2020-03-04,DPZ,341.95,345.86,334.23,341.9,643006,219843751.4
2020-03-05,DPZ,338.18,340.59,329.16,333.03,758317,252542310.51
2020-03-06,DPZ,325.36,337.23,320.75,336.47,777740,261686177.8
2020-03-09,DPZ,321.56,340.18,314,336.26,1153477,387868176.02
2020-03-10,DPZ,337.79,347.32,328.5,344.05,780181,268421273.05
2020-03-11,DPZ,338.3,344.72,332.03,332.66,723394,240644248.04
2020-03-12,DPZ,308.02,329.615,300,315.61,979321,309083500.81
2020-03-13,DPZ,328.39,329.075,297.315,316.63,1123586,355761035.18
2020-03-16,DPZ,297.43,311.53,283.6,285.75,1000640,285932880
2020-03-17,DPZ,291.64,314.9598,282.03,298.67,1070857,319832860.19
2020-03-18,DPZ,296.54,303.8709,275.22,291.53,912798,266108000.94
2020-03-19,DPZ,292,337.22,289.337,323.15,1323616,427726510.4
2020-03-20,DPZ,326.91,344.2,298.14,303.07,1300851,394248912.57
2020-03-23,DPZ,310.91,336.8,294.21,324.2,1226834,397739582.8
2020-03-24,DPZ,341.12,349,333.16,343.56,802048,275551610.88
2020-03-25,DPZ,345.48,349.68,320.81,321.57,774859,249171408.63
2020-03-26,DPZ,323.5,342,317.82,334.05,793078,264927705.9
2020-03-27,DPZ,328.83,341.99,326.06,338.86,537046,181983407.56
2020-03-30,DPZ,338.65,353.42,333.51,346.76,856117,296867130.92
2020-03-31,DPZ,325,330.84,321,324.65,1612915,523632854.75
2020-04-01,DPZ,312.01,337.83,310.34,333.64,1034347,345099533.08
2020-04-02,DPZ,330.22,341.57,321.5,333.08,701447,233637966.76
2020-04-03,DPZ,333,338.36,325.1,327.75,505038,165526204.5
2020-04-06,DPZ,340,340.84,330.43,338.54,626657,212148460.78
2020-04-07,DPZ,347.28,351.91,333.82,334.58,642490,214964304.2
2020-04-08,DPZ,338.89,344.965,333.19,343.83,556141,191217960.03
2020-04-09,DPZ,348,352.215,340.53,343.94,570660,196272800.4
2020-04-13,DPZ,344.55,357.97,338.71,355.14,684813,243204488.82
2020-04-14,DPZ,364.45,365.88,353.23,358.26,665854,238548854.04
2020-04-15,DPZ,355.09,360.5753,353.385,354.1,609975,215992147.5
2020-04-16,DPZ,359.06,362.99,356.624,360.46,786950,283663997
2020-04-17,DPZ,362.58,366,355.415,362.86,669929,243090436.94
2020-04-20,DPZ,364.66,374.2,364.66,368.73,757751,279405526.23
2020-04-21,DPZ,370.48,377.34,360.2402,365.13,636164,232282561.32
2020-04-22,DPZ,373.32,387.85,370.01,382.55,1279309,489399657.95
2020-04-23,DPZ,379.91,380.1,359.0036,369.64,1933867,714834597.88
2020-04-24,DPZ,368.98,374.925,363.91,366.81,924122,338977190.82
2020-04-27,DPZ,369.64,374.62,361.565,362.02,743693,269231739.86
2020-04-28,DPZ,364,365.5159,354.65,355.84,873742,310912353.28
2020-04-29,DPZ,356.01,367.3,349.09,361.97,833619,301745069.43
2020-04-30,DPZ,363.35,370.2,361.99,362.21,794274,287693985.54
2020-05-01,DPZ,358.67,364.59,356.13,356.94,752913,268744766.22
2020-05-04,DPZ,356.26,361.535,356.1,359.02,587118,210787104.36
2020-05-05,DPZ,362.44,372.84,357.1,371.72,741712,275709184.64
2020-05-06,DPZ,369.58,379.56,369.58,372.2,771703,287227856.6
2020-05-07,DPZ,371,371.97,364.13,367.23,1248961,458655948.03
2020-05-08,DPZ,369.5,373.68,365.11,369.12,840093,310095128.16
2020-05-11,DPZ,369.15,382.73,365.03,377.57,1907141,720079227.37
2020-05-12,DPZ,380.6,382.21,375.3197,377.94,821024,310297810.56
2020-05-13,DPZ,379.73,385.34,376.52,385,1014196,390465460
2020-05-14,DPZ,383.88,385.97,372.505,375.73,703254,264233625.42
2020-05-15,DPZ,372.14,376.08,369.42,376.04,509448,191572825.92
2020-05-18,DPZ,378.74,378.74,361.06,364.53,911935,332427665.55
2020-05-19,DPZ,363,372.315,361.4101,370.01,585145,216509501.45
2020-05-20,DPZ,373,377.4,371.69,377.23,697626,263165455.98
2020-05-21,DPZ,377.4,378.8,372.98,375.23,345853,129774421.19
2020-05-22,DPZ,376.46,378.249,367.54,372.16,439682,163632053.12
2020-05-26,DPZ,374.95,375.37,360.13,360.16,784842,282668694.72
2020-05-27,DPZ,363.72,375.21,360.02,373.98,1187790,444209704.2
2020-05-28,DPZ,375.96,375.96,364.57,365.4,518669,189521652.6
2020-05-29,DPZ,370.26,386.51,369.74,385.82,930687,359077658.34
2020-06-01,DPZ,385.59,394.39,383.2,383.59,843321,323489502.39
2020-06-02,DPZ,386.63,387.49,381.13,384.86,606500,233417590
2020-06-03,DPZ,387,391,385,390.24,572720,223498252.8
2020-06-04,DPZ,390.4,394.36,379.53,382.78,662999,253782757.22
2020-06-05,DPZ,381.68,382.34,371.86,376.41,674244,253792184.04
2020-06-08,DPZ,371.8,377.54,370.83,376.04,578825,217661353
2020-06-09,DPZ,376.94,385.415,374.95,382.22,659121,251929228.62
2020-06-10,DPZ,383.28,393,380.41,392.22,796702,312482458.44
2020-06-11,DPZ,387,394.99,382.18,382.75,751830,287762932.5
2020-06-12,DPZ,385.32,387.19,371.925,372.22,196980,73319895.6
2020-06-15,DPZ,376.57,378.68,368.82,377.95,691900,261503605
2020-06-16,DPZ,380.05,381.178,371.05,374.72,644565,241531396.8
2020-06-17,DPZ,375.34,382.84,374.73,380.65,569010,216593656.5
2020-06-18,DPZ,380.93,381.63,374,375.56,387359,145476546.04
2020-06-19,DPZ,380.81,381,373.59,378.09,649317,245500264.53
2020-06-22,DPZ,377.04,387.1,376.05,384.64,416867,160343722.88
2020-06-23,DPZ,387.79,388.48,376.8,377.51,402388,151905493.88
2020-06-24,DPZ,377.91,381.88,372.82,375.48,477384,179248144.32
2020-06-25,DPZ,373.72,376.27,369.3201,373.7,426902,159533277.4
2020-06-26,DPZ,374.55,375.25,364.37,365.81,482421,176474426.01
2020-06-29,DPZ,365.16,370.35,362,369.46,440059,162584198.14
2020-06-30,DPZ,368.89,371.02,363.5,369.49,486265,179670054.85
2020-07-01,DPZ,371.42,377.02,369.6,375.56,385439,144755470.84
2020-07-02,DPZ,377.54,379.99,372.12,374.31,358858,134324137.98
2020-07-06,DPZ,378,387.01,376.2072,385,598068,230256180
2020-07-07,DPZ,384.74,388.73,380.88,381.13,661318,252048129.34
2020-07-08,DPZ,381.72,385.43,381.46,384.34,445905,171379127.7
2020-07-09,DPZ,386.07,387.34,378.38,385.67,503253,194089584.51
2020-07-10,DPZ,387,398.91,383.71,398.41,797357,317675002.37
2020-07-13,DPZ,402,417.1499,401.24,401.3,1070264,429496943.2
2020-07-14,DPZ,400.43,405.43,390.58,401.93,774248,311193498.64
2020-07-15,DPZ,401,417.34,399.43,415.37,1044846,433997683.02
2020-07-16,DPZ,404,422.15,403.685,406.82,1170267,476088020.94
2020-07-17,DPZ,410,410,388,390.21,1092400,426265404
2020-07-20,DPZ,391.1,394.6751,385.13,391.37,619605,242494808.85
2020-07-21,DPZ,395,395.64,386.56,387.7,497193,192761726.1
2020-07-22,DPZ,388.47,395.22,387.405,389.05,529016,205813674.8
2020-07-23,DPZ,389.99,390.6,380.13,381.4,363358,138584741.2
2020-07-24,DPZ,379.48,387.23,376.5759,387.07,516090,199762956.3
2020-07-27,DPZ,390.62,394.89,387.11,389.57,462232,180071720.24
2020-07-28,DPZ,389.54,390.83,384.765,385.47,746661,287815415.67
2020-07-29,DPZ,387.19,389.3018,384.3,384.81,793930,305512203.3
2020-07-30,DPZ,383,386.04,379.68,384.58,1293124,497309627.92
2020-07-31,DPZ,384.92,387.12,377.955,386.61,937764,362548940.04
2020-08-03,DPZ,387.45,393.96,382.62,387.02,830315,321348511.3
2020-08-04,DPZ,385,392.03,383.54,391.78,811600,317968648
2020-08-05,DPZ,389.97,394.5,388.6,393.25,888360,349347570
2020-08-06,DPZ,392.19,395.24,390.92,392.5,549922,215844385
2020-08-07,DPZ,392.58,393.85,385,389.13,816098,317568214.74
2020-08-10,DPZ,388.09,389.98,384.4,385.93,606166,233937644.38
2020-08-11,DPZ,384,391.18,381.87,388.71,828577,322076165.67
2020-08-12,DPZ,390.36,395.95,388.02,392.76,761686,299159793.36
2020-08-13,DPZ,394.38,399.48,392.26,399.08,342713,136769904.04
2020-08-14,DPZ,399.98,400.9,393.665,399,303826,121226574
2020-08-17,DPZ,401,409.8,401,409,1300768,532014112
2020-08-18,DPZ,410,413.73,406.17,411.45,767414,315752490.3
2020-08-19,DPZ,413.45,416.3,408.02,414.24,1169836,484592864.64
2020-08-20,DPZ,413.33,419.655,412.82,418.35,873809,365557995.15
2020-08-21,DPZ,419.94,423.55,416.73,419.73,644944,270702345.12
2020-08-24,DPZ,423.02,424.72,416.77,418.98,671326,281272167.48
2020-08-25,DPZ,418.23,419.84,411.06,419.35,607748,254859123.8
2020-08-26,DPZ,417.56,419.715,414.92,418.15,507584,212246249.6
2020-08-27,DPZ,418.09,422.9515,416.295,416.32,628560,261682099.2
2020-08-28,DPZ,414.77,419.37,412.01,416.21,561248,233597030.08
2020-08-31,DPZ,418,418.28,407.16,408.87,963632,394000215.84
2020-09-01,DPZ,408.44,411.72,405.65,410,836848,343107680
2020-09-02,DPZ,409.86,413.18,402.62,403.6,1089932,439896555.2
2020-09-03,DPZ,403,403.31,389.64,397.65,1438118,571867622.7
2020-09-04,DPZ,397.61,401.2,376.3301,381.81,1599224,610599715.44
2020-09-08,DPZ,381.57,386.645,376.11,376.36,1222635,460150908.6
2020-09-09,DPZ,382.5,387.69,380.48,381.9,1064110,406383609
2020-09-10,DPZ,391.09,395.18,385.425,388.98,1061430,412875041.4
2020-09-11,DPZ,401.39,401.9811,392.94,394.56,1287930,508165660.8
2020-09-14,DPZ,395.45,397.59,385.26,388.52,942390,366137362.8
2020-09-15,DPZ,390.99,394.715,387.39,389.37,369074,143706343.38
2020-09-16,DPZ,390.72,394.01,385.99,386.38,339161,131045027.18
2020-09-17,DPZ,386.72,395.44,385.83,395.06,447042,176608412.52
2020-09-18,DPZ,393.01,398.05,388.9,397.84,535999,213241842.16
2020-09-21,DPZ,395.44,405.96,392.08,404.96,570833,231164531.68
2020-09-22,DPZ,404.96,414.915,400.9,413.66,491771,203425991.86
2020-09-23,DPZ,414.57,421.15,409.77,413.54,515629,213233216.66
2020-09-24,DPZ,413.25,417.55,408.55,413.19,416634,172149002.46
2020-09-25,DPZ,413.465,418.28,410.38,418.08,250568,104757469.44
2020-09-28,DPZ,416.44,423.11,414.88,421.9161,339634,143297052.7074
2020-09-29,DPZ,422.2,428.541,420.645,423.46,704996,298537606.16
2020-09-30,DPZ,425,428,421.77,425.28,704716,299701620.48
2020-10-01,DPZ,427.11,430.91,424.53,426.94,971806,414902853.64
2020-10-02,DPZ,425.51,435.14,424.505,433.87,743885,322749384.95
2020-10-05,DPZ,433.66,435.58,423.99,424.85,1916713,814315518.05
2020-10-06,DPZ,426.55,433.52,425.3727,427.67,1150773,492151088.91
2020-10-07,DPZ,429.8,433.45,425.77,431.499,1702104,734456173.896
2020-10-08,DPZ,405.9,410.92,394.9,400.93,7096443,2845176891.99
2020-10-09,DPZ,403,404.55,386.64,390.96,4698155,1836790678.8
2020-10-12,DPZ,392,395.94,388.02,392.58,2254133,884927533.14
2020-10-13,DPZ,393.62,407.88,392.7298,407.73,2371974,967124959.02
2020-10-14,DPZ,408.41,411.4029,402.57,403.2,1625746,655500787.2
2020-10-15,DPZ,402.61,405.6332,400.21,401.84,1233386,495623830.24
2020-10-16,DPZ,401.72,403.67,396.4012,399.37,848817,338992045.29
2020-10-19,DPZ,400.73,400.73,393.55,394.75,608699,240283930.25
2020-10-20,DPZ,394.57,397.805,391.79,394.31,891838,351660641.78
2020-10-21,DPZ,393.67,393.71,388.81,389.83,808971,315361164.93
2020-10-22,DPZ,390,393.46,387.18,391.84,826096,323697456.64
2020-10-23,DPZ,390,394.54,386.33,394.1,773340,304773294
2020-10-26,DPZ,393.08,396.74,389.55,394.61,916489,361655724.29
2020-10-27,DPZ,396.97,398.71,392.54,397.03,771709,306391624.27
2020-10-28,DPZ,394.85,394.85,383.64,384,1222070,469274880
2020-10-29,DPZ,385.65,392.75,382.19,386.73,820608,317353731.84
2020-10-30,DPZ,385,386.76,373.43,378.34,1213449,459096294.66
2020-11-02,DPZ,377.79,380.35,370.565,376.03,987993,371515007.79
2020-11-03,DPZ,380.69,386.35,377.12,383.24,842747,322974360.28
2020-11-04,DPZ,386.72,394.47,384,392.52,824483,323626067.16
2020-11-05,DPZ,393.84,398.25,390.88,396.22,1097594,434888694.68
2020-11-06,DPZ,394.01,402.33,390.51,399.64,861463,344275073.32
2020-11-09,DPZ,387.21,389.495,369.22,376.75,2462003,927559630.25
2020-11-10,DPZ,375,386.92,370.26,381.67,1462929,558356111.43
2020-11-11,DPZ,383.76,396.14,383.04,394.67,1201757,474297435.19
2020-11-12,DPZ,394.63,401,386.85,390.77,1111180,434215808.6
2020-11-13,DPZ,390.17,393.79,387.705,388.23,400081,155323446.63
2020-11-16,DPZ,384.29,392.65,383.01,384.86,1190253,458080769.58
2020-11-17,DPZ,385.46,391.31,384.41,384.46,698636,268597596.56
2020-11-18,DPZ,385.66,387.295,382.31,382.46,655664,250765253.44
2020-11-19,DPZ,384.31,387.68,383.01,385.04,667412,256980316.48
2020-11-20,DPZ,386.87,390.9,384.495,389.52,668629,260444368.08
2020-11-23,DPZ,391,393.99,385.18,387.2,914176,353968947.2
2020-11-24,DPZ,387.36,387.36,379.52,383.14,1203235,461007457.9
2020-11-25,DPZ,384.78,385.41,380.91,383.43,592333,227118242.19
2020-11-27,DPZ,387,392.49,385.02,390.93,510490,199565855.7
2020-11-30,DPZ,388.58,393.08,386.1,392.58,416499,163509177.42
2020-12-01,DPZ,391,393.27,386.895,391.82,499290,195631807.8
2020-12-02,DPZ,393,394.31,386.77,387.83,393309,152537029.47
2020-12-03,DPZ,387.95,391.48,383.08,383.38,347777,133330746.26
2020-12-04,DPZ,383.45,385.87,382.55,382.99,308556,118173862.44
2020-12-07,DPZ,383.38,392.04,382.42,384.76,505929,194661242.04
2020-12-08,DPZ,386.08,389.21,383.82,386.69,301272,116498869.68
2020-12-09,DPZ,387.33,390,384.11,384.96,348586,134191666.56
2020-12-10,DPZ,382.87,386.69,379.42,386.05,378661,146182079.05
2020-12-11,DPZ,386.92,387.12,381.97,383.37,303784,116461672.08
2020-12-14,DPZ,382,387.58,381.51,383.23,467857,179296838.11
2020-12-15,DPZ,384.51,389.05,383.275,384.67,437912,168451609.04
2020-12-16,DPZ,386.4,387.76,381.7,382.53,434836,166337815.08
2020-12-17,DPZ,385.72,395.69,384.465,395.06,744735,294215009.1
2020-12-18,DPZ,396.99,398.11,392.5,396.41,641123,254147568.43
2020-12-21,DPZ,392.68,398.47,389.4,397.2,400768,159185049.6
2020-12-22,DPZ,396.37,398.72,392.71,398.72,376486,150112497.92
2020-12-23,DPZ,398,404.57,396.18,403.75,506469,204486858.75
2020-12-24,DPZ,402.52,404.56,395.66,396.43,162168,64288260.24
2020-12-28,DPZ,400.11,403.62,396.535,400.17,467661,187143902.37
2020-12-29,DPZ,399.04,400,382.425,384.36,847762,325845802.32
2020-12-30,DPZ,385.7,389.88,383.62,384.62,427168,164297356.16
